## SC	SiteCatalyst SAINT Import File	v:2.1
## SC	'## SC' indicates a SiteCatalyst pre-process header. Please do not remove these lines.
## SC	D:2022-08-29 16:07:04	A:249457:101
Key	Name	Manager	Department	Brand	Type	Channel	Network	Delivery	Device
33220	Credit Sesame - Collections NON-Prefill Test	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33227	RX Marketing - Affiliate - Email/CPA	Email Marketing - Direct Brand	Email Marketing	LexingtonLaw	Other	Other	Other	nan	nan
33234	Synergy - Pub49 - #2	Email Marketing - Networks	Email Marketing	LexingtonLaw	Other	Other	Other	nan	nan
33236	CO Email Test 50 FWF - Retired	Remarketing - FC Email	e5	LexingtonLaw	Other	Other	Other	nan	nan
33240	LEX_FFHD_Email_1	Remarketing - FFHD Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
33250	Google: NB - Credit Repair v2	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
33255	Google: NB - How to Fix Credit	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
33259	Google: NB - Credit Bureaus	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
33261	Google: NB - Credit Building	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
33276	Google: NB - Credit Restoration	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
33277	Google: B Lexington Law Firm Exact KW	Online - PPC Google BR (New)	Paid Search - Brand	LexingtonLaw	Other	Other	Google	nan	nan
33284	Skate Marketing - Affiliate - Email	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33286	Ascentium Analytics- Affiliate - Sub2	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33287	CX3 Ads - Affiliate - Email	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33294	Synergy - Pub49.3	Email Marketing - Networks	Email Marketing	LexingtonLaw	Other	Other	Other	nan	nan
33300	Madrivo - Affiliate - Email CPA	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33302	1-PGX Brand	Credit.com - Brand PPC	Brand PPC	LexingtonLaw	Other	Other	Other	nan	nan
33306	1-PGX Brand	Credit.com - Brand PPC	Brand PPC	LexingtonLaw	Other	Other	Other	nan	nan
33312	Synergy - Pub60	Email Marketing - Networks	Email Marketing	LexingtonLaw	Other	Other	Other	nan	nan
33319	Credit Sesame - Hyper Test	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33320	Credit Sesame - Non Hyper Test	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33349	Publishers - Data Axle	Online - PPC Bliss Media	Email Marketing	LexingtonLaw	Bliss Media	Other	Other	nan	nan
33389	Google: B - Non-Exact KW's	Online - PPC Google BR (New)	Paid Search - Brand	LexingtonLaw	Other	Other	Google	nan	nan
33396	Funded - Affiliate - LoanDenial/Email	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33398	Launch Potato - Affiliate - Review Site	Online - Affiliate Invoca	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33400	Verizon: R - Both Brands Bliss Opens - Discount	Online - PPC Native Retargeting	Display	LexingtonLaw	Native - Retargeting	Other	Other	nan	nan
33401	Verizon: R - LL Visitors - Discount	Online - PPC Native Retargeting	Display	LexingtonLaw	Native - Retargeting	Other	Other	nan	nan
33403	Verizon: R - CCOM Visitors - Discount	Online - PPC Native Retargeting	Display	LexingtonLaw	Native - Retargeting	Other	Other	nan	nan
33430	Specific Collections	Credit.com - CRC	Freemium & Email	LexingtonLaw	Other	Other	Other	nan	nan
33431	Specific Inquiries	Credit.com - CRC	Freemium & Email	LexingtonLaw	Other	Other	Other	nan	nan
33432	Specific Late Payments	Credit.com - CRC	Freemium & Email	LexingtonLaw	Other	Other	Other	nan	nan
33443	Dorado Digital - Affiliate - Email	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33444	Capital Bull Mortgage - Affiliate - Email	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33445	InStar - Affiliate - Email	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33447	Publishers - Synergy CatchAll	Email Marketing - Networks	Email Marketing	LexingtonLaw	Other	Other	Other	nan	nan
33454	Rokt-1	Online - PPC Display Prospecting	Display	LexingtonLaw	Display - Prospecting	Other	Other	nan	nan
33457	Data Axle-1	Online - PPC Display Other	Display	LexingtonLaw	Other	Native	Native	nan	nan
33460	Bradley F&F	Financial - Mortgage Broker	Finance Mortgage	LexingtonLaw	Other	Other	Other	nan	nan
33464	4-33464- Credit Bureau KW - Mobile	Credit.com - Non-Brand PPC	Non Brand PPC	LexingtonLaw	Other	Other	Other	nan	nan
33473	Fluent - CPA	Online - Affiliate Invoca	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33483	Google: NB - LL Clean Credit Score	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
33487	Google: NB - Credit Repair Exact Match	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
33488	Native Pros - ROKT 001	Online - PPC Display Prospecting	Display	LexingtonLaw	Display - Prospecting	Other	Other	nan	nan
33489	Native Pros - ROKT 002	Online - PPC Display Prospecting	Display	LexingtonLaw	Display - Prospecting	Other	Other	nan	nan
33495	Geist November 2022 Test 	Online - PPC Display Prospecting	Display	LexingtonLaw	Display - Prospecting	Other	Other	nan	nan
33496	Native Pros - ROKT 005	Online - PPC Display Prospecting	Display	LexingtonLaw	Display - Prospecting	Other	Other	nan	nan
33497	Native Pros - ROKT 006	Online - PPC Display Prospecting	Display	LexingtonLaw	Display - Prospecting	Other	Other	nan	nan
33498	Native Pros - ROKT 007	Online - PPC Display Prospecting	Display	LexingtonLaw	Display - Prospecting	Other	Other	nan	nan
33499	Native Pros - ROKT 008	Online - PPC Display Prospecting	Display	LexingtonLaw	Display - Prospecting	Other	Other	nan	nan
33500	Digital-33500	Online - PPC Display Prospecting	Display	LexingtonLaw	Display - Prospecting	Other	Other	nan	nan
33504	Phone to Web Test	Brand - Unassigned	Brand - Unassigned	LexingtonLaw	Other	Other	Other	nan	nan
33522	Facebook: LTV Test	Online - PPC Social Prospecting	Paid Social	LexingtonLaw	Other	Other	Other	nan	nan
33538	Lendio Credit Ready	Lead Gen - External	Lead Gen	LexingtonLaw	Other	Other	Other	nan	nan
33551	Synergy - Pub 34 #5 - Discount50	Email Marketing - Networks	Email Marketing	LexingtonLaw	Other	Other	Other	nan	nan
33558	Credit Sesame - CM Alert - Account Delinquent	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33568	4-33568- Remove Negatives	Credit.com - Non-Brand PPC	Non Brand PPC	LexingtonLaw	Other	Other	Other	nan	nan
33570	C3/Mass1ve - Affiliate - Email	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33573	Credit Sesame - CM Alert - Email 1	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33574	Credit Sesame - CM Alert - Email 2	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33575	Credit Sesame - CM Alert - Email 3	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33576	RX Marketing - Affiliate - Email1 	Email Marketing - Direct Brand	Email Marketing	LexingtonLaw	Other	Other	Other	nan	nan
33579	Credit Sesame - Loan Decline - Mobile Web	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33580	Credit Sesame - Loan Decline - Desktop	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33583	Mobile Focused Media - Affiliate - Affinity	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33584	Credit Sesame - CM Alert - Collections	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33590	Dianomi: P - General CS	Online - PPC Native Prospecting	Display	LexingtonLaw	Native - Prospecting	Other	Other	nan	nan
33591	Google: NB - Remove Negative Items	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
33599	CR OSU Redirect to LEX	Brand - Direct Entry	Direct	LexingtonLaw	Other	Other	Other	nan	nan
33600	CR Snapshot Redirect to LEX	Brand - Direct Entry	Direct	LexingtonLaw	Other	Other	Other	nan	nan
33608	4-33608- Credit Repair KW Exact - Mobile	Credit.com - Non-Brand PPC	Non Brand PPC	LexingtonLaw	Other	Other	Other	nan	nan
33611	4-33611- Credit Bureau KW - Desktop	Credit.com - Non-Brand PPC	Non Brand PPC	LexingtonLaw	Other	Other	Other	nan	nan
33612	LEX_RMKTG_Drips_VerizonSave	Remarketing - SMS	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
33614	Tax_season_email_1	Remarketing - Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
33616	TaxSeason_Email_3	Remarketing - Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
33617	TaxSeason_Email_4	Remarketing - Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
33641	Consumers Advocate - Credit Help	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33642	Consumers Advocate - Money.com	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33646	Credit Sesame - Var2-android-aoop-payment-history	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33648	Credit Sesame - Var2-android-aoop-sesame-potential-payment-history-simulation	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33660	Facebook: Credit Scale	Online - PPC Social Prospecting	Paid Social	LexingtonLaw	Other	Other	Other	nan	nan
33675	Google: NB - Credit Consultation	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
33676	Google: NB - Credit Advice	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
33677	Google: NB - Credit Advisor	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
33678	Google: NB - Remove Collections	Online - Paid Search Google NB A	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
33679	Google: NB - Dispute Credit Report	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
33699	4-33699- Credit Repair Companies Theme	Credit.com - Non-Brand PPC	Non Brand PPC	LexingtonLaw	Other	Other	Other	nan	nan
33705	4-33705- General - Clean Credit KWE	Credit.com - Non-Brand PPC	Non Brand PPC	LexingtonLaw	Other	Other	Other	nan	nan
33707	4-33707- Credit Repair Companies - Mobile	Credit.com - Non-Brand PPC	Non Brand PPC	LexingtonLaw	Other	Other	Other	nan	nan
33709	NorCal Marketing - Affiliate Review Site Mysanantonio.com	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33710	NorCal Marketing - Affiliate Review Site Sfgate.com	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33714	Plateau Data - Affiliate - Ad	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33715	Smooth Sales - affiliate - email	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33719	LEX_CreditAcessEC_Email_1b - Retired	Remarketing - CA Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
33723	LEX Lead Gen Email 4	Lead Gen - Remarketing	Lead Gen	LexingtonLaw	Other	Other	Other	nan	nan
33724	LEX Lead Gen Email 5	Lead Gen - Remarketing	Lead Gen	LexingtonLaw	Other	Other	Other	nan	nan
33725	LEX Lead Gen Email 6	Lead Gen - Remarketing	Lead Gen	LexingtonLaw	Other	Other	Other	nan	nan
33727	Web Leads Email 4	Remarketing - Web Lead Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
33728	Web Leads Email 5	Remarketing - Web Lead Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
33734	A4D- Affiliate - Email	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33747	Outbrain: P - CS MSN NL	Online - PPC Display Prospecting	Display	LexingtonLaw	Display - Prospecting	Other	Other	nan	nan
33751	MSAN: P - In-Market Audiences	Online - PPC Display Prospecting	Display	LexingtonLaw	Display - Prospecting	Other	Other	nan	nan
33752	Google: NB - Credit Repair - Lex HP	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
33763	Compton Outreach - NAAC	Online - PPC Search Other	Paid Search - Non-Brand	LexingtonLaw	Other	Search	Other	nan	nan
33771	Google: NB - House In-Market - Fix Credit	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
33776	RX Marketing - Affiliate - New Creative 7	Email Marketing - Direct Brand	Email Marketing	LexingtonLaw	Other	Other	Other	nan	nan
33783	Simple Thrifty Living â€“ LEX Social	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33787	Trove SB2	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33789	Globalwide- Affiliate - online	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33790	Web Leads Email 6	Remarketing - Web Lead Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
33795	LEX ECF Email 4	Remarketing - ECF Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
33796	LEX ECF Email 5	Remarketing - ECF Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
33797	LEX ECF Email 6	Remarketing - ECF Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
33798	LEX_RMKTG_CRAS_0	Remarketing - CA Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
33799	FOG Direct Mail	Remarketing - FOG Direct Mail	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
33800	CreditAccess Direct Mail	Remarketing - CA Direct Mail	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
33801	FormerClient Direct Mail	Remarketing - FC Direct Mail	e5	LexingtonLaw	Other	Other	Other	nan	nan
33804	FFHD Client Site Link	Remarketing - FFHD SMS	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
33824	RX- Affiliate - SMS	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33826	EPC VIP- Online Affiliate	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33835	4-33835- Credit Repair - Theme	Credit.com - Non-Brand PPC	Non Brand PPC	LexingtonLaw	Other	Other	Other	nan	nan
33841	NorCal Marketing - Affiliate Review Site Westword.com	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33843	Plateau Data - Affiliate - Ad - Refi	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33846	Credit Sesame - What's Changed OCF Placement	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33851	Bing: B - LL KW Exact Desktop - Split Test - Lex HP	Online - PPC Bing BR (New)	Paid Search - Brand	LexingtonLaw	Other	Other	Bing	nan	nan
33852	Bing: B - LL KW Exact Mobile - Split Test - Credit Snapshot LP	Online - PPC Bing BR (New)	Paid Search - Brand	LexingtonLaw	Other	Other	Bing	nan	nan
33856	Google: NB - LL Rent To Own - RTO Ebook LP	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
33893	Madrivo - Affiliate - Email CPA #2	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33896	Ryan Bales	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33900	Basis:R-DN-SignupPages-VCreative	Online - PPC Display Retargeting	Display	LexingtonLaw	Display - Retargeting	Other	Other	nan	nan
33901	Basis:R-D-SignupPages-$50off	Online - PPC Display Retargeting	Display	LexingtonLaw	Display - Retargeting	Other	Other	nan	nan
33903	Basis:R-DN-LEX&CCOMpgsTopDMAs7dayRec;-VCreative	Online - PPC Display Retargeting	Display	LexingtonLaw	Display - Retargeting	Other	Other	nan	nan
33919	Generic blast	Credit.com - Email	Freemium & Email	LexingtonLaw	Other	Other	Other	nan	nan
33920	Current lex law template-B	Credit.com - Email	Freemium & Email	LexingtonLaw	Other	Other	Other	nan	nan
33952	Concussion Media - Email	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33955	LIve Smarter - Affiliate	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33957	Admediary - Affiliate - email	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33959	Revenueads - Affiliate- email	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
33963	LEX General | SKW - [Fix My Credit] - Mobile	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
33964	LEX General | SKW - [Fix My Credit] - Desktop	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
33967	LEX General | SKW - [Credit Repair Services] - Mobile	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
33969	LEX General | TKW - Clean/Clear Credit 1 - Mobile	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
33983	Fog Test Email 1b - Retired	Remarketing - FOG Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
33984	Fog Test Email 2a - Retired	Remarketing - FOG Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
33985	LEX_RMKTG_FOG_NegItems_2	Remarketing - FOG Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
33986	Fog Test Email 3a - Retired	Remarketing - FOG Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
33987	LEX_RMKTG_FOG_NegItems_3	Remarketing - FOG Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
33989	LEX_RMKTG_FOG_NegItems_4	Remarketing - FOG Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
33999	LEX_RMKTG_Kaleyra_ROR	Remarketing - FC SMS	e5	LexingtonLaw	Other	Other	Other	nan	nan
34017	Credit Sesame - New User Variation 1	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
34018	Credit Sesame - New User Variation 2 	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
34021	Credit Sesame - Old User Variation 1 	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
34022	Credit Sesame - Old User Variation 2 	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
34023	Credit Sesame - Old User Variation 3	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
34035	NorCal Marketing - Affiliate Review Site Tampabay.com	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
34039	Credit Sesame - Segment Variation 1	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
34040	Credit Sesame - Segment Variation 2	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
34041	Credit Sesame - Segment Variation 3	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
34042	Atwave December Special	Email Marketing - Networks	Email Marketing	LexingtonLaw	Other	Other	Other	nan	nan
34045	Noble Connections - Display	Online - PPC Display Prospecting	Display	LexingtonLaw	Display - Prospecting	Other	Other	nan	nan
34050	Noble Connections - Display - 01	Online - PPC Display Prospecting	Display	LexingtonLaw	Display - Prospecting	Other	Other	nan	nan
34051	Noble Connections - Display 12	Online - PPC Display Prospecting	Display	LexingtonLaw	Display - Prospecting	Other	Other	nan	nan
34053	Noble Connections - Display - 02	Online - PPC Display Prospecting	Display	LexingtonLaw	Display - Prospecting	Other	Other	nan	nan
34071	LEX General | TKW - Dispute - Dispute Letter 1 - Mobile	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
34073	LEX General | TKW - Dispute - Dispute Items 1 - Mobile	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
34075	LEX General | TKW - Dispute - Dispute Inquiries 1 - Mobile	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
34077	LEX General | TKW - Dispute - Dispute Company 1 - Mobile	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
34079	FOG Email 1 Discount LP - Retired	Remarketing - FOG Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
34080	LEX_RMKTG_FOG_2_DiscountLP	Remarketing - FOG Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
34081	LEX_RMKTG_FOG_3_DiscountLP	Remarketing - FOG Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
34082	LEX_RMKTG_FOG_4_DiscountLP	Remarketing - FOG Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
34083	FalloutGroup Email 1 PrePop - Retired	Remarketing - FOG Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
34084	FalloutGroup Email 2 PrePop - Retired	Remarketing - FOG Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
34085	FalloutGroup Email 3 PrePop - Retired	Remarketing - FOG Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
34086	FalloutGroup Email 4 PrePop - Retired	Remarketing - FOG Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
34088	LEX General | TKW - Dispute - Dispute Collections 1 - Mobile	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
34090	LEX General | TKW - Dispute - Credit Report 1 - Mobile	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
34092	LEX General | TKW - Credit Score - Score Services 1 - Mobile	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
34100	LEX General | TKW - Improve Credit - Improve Credit Score 1 - Mobile	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
34102	LQ Digital - display	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
34103	Consumervoice - Review	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
34107	Revclick - Affiliate	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
34123	LEX General | TKW - Credit Services - Near Me 1 - Mobile	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
34127	LEX General | TKW - Credit Services - Law/Attorney 1 - Mobile	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
34128	LEX General | TKW - Credit Services - Law/Attorney 1 - Desktop	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
34129	LEX General | TKW - Credit Services - Credit Repair 1 - Mobile	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
34131	LEX General | TKW - Credit Services - Advice and Counseling 1 - Mobile	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
34133	LEX General | TKW - Remove - Remove Negative Items 1 - Mobile	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
34134	LEX General | TKW - Remove - Remove Negative Items 1 - Desktop	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
34139	LEX General | TKW - Remove - Remove Inquiries 1 - Mobile	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
34141	LEX General | TKW - Remove - Remove Collections 1 - Mobile	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
34143	LEX General | TKW - Remove - Remove Closed Accounts 1 - Mobile	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
34149	Native - Pushnami_WF_Day1_native (P)	Online - PPC Display Prospecting	Display	LexingtonLaw	Display - Prospecting	Other	Other	nan	nan
34150	Digital-34150	Online - PPC Display Prospecting	Display	LexingtonLaw	Display - Prospecting	Other	Other	nan	nan
34151	Pushnami - Credit Report Push	Online - PPC Display Prospecting	Display	LexingtonLaw	Display - Prospecting	Other	Other	nan	nan
34152	LEX General | SKW - Credit Repair - Desktop	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
34163	LEX General | TKW - Company - CR Company Search 1 - Mobile	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
34171	LEX General | TKW - Company - Best CR Company 1 - Mobile	Online - PPC Google NB (New)	Paid Search - Non-Brand	LexingtonLaw	Other	Other	Google	nan	nan
34173	Pushnami - Mortgage themed push	Online - PPC Display Prospecting	Display	LexingtonLaw	Display - Prospecting	Other	Other	nan	nan
34190	CRAS_75_Aktify	Remarketing - CA SMS	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
34193	LeadGen Email 1 Control	Lead Gen - Remarketing	Lead Gen	LexingtonLaw	Other	Other	Other	nan	nan
34194	LeadGen Email 1 Collection Test	Lead Gen - Remarketing	Lead Gen	LexingtonLaw	Other	Other	Other	nan	nan
34195	WebLeads Email 1 Control	Remarketing - Web Lead Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
34197	LEX_RMKTG_CRAS_2	Remarketing - CA Email	Remarketing	LexingtonLaw	Other	Other	Other	nan	nan
34199	Synergy LP Test 1	Email Marketing - Networks	Email Marketing	LexingtonLaw	Other	Other	Other	nan	nan
34200	Synergy LP Test 2	Email Marketing - Networks	Email Marketing	LexingtonLaw	Other	Other	Other	nan	nan
34202	Noble Connections - Display 03	Online - PPC Display Prospecting	Display	LexingtonLaw	Display - Prospecting	Other	Other	nan	nan
34203	Noble Connections - Display 04	Online - PPC Display Prospecting	Display	LexingtonLaw	Display - Prospecting	Other	Other	nan	nan
34205	Noble Connections - Display 14	Online - PPC Display Prospecting	Display	LexingtonLaw	Display - Prospecting	Other	Other	nan	nan
34206	Noble Connections - Display 15	Online - PPC Display Prospecting	Display	LexingtonLaw	Display - Prospecting	Other	Other	nan	nan
34210	Noble Connections - Social Influencer 02	Online - PPC Social Prospecting	Paid Social	LexingtonLaw	Other	Other	Other	nan	nan
34214	FC Pending Snapshot Email - Retired	Remarketing - FC Email	e5	LexingtonLaw	Other	Other	Other	nan	nan
34216	Finance Matrix - Offerwall	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
34217	NorCal Marketing - Affiliate - TimesUnion.com	Online - Affiliate NB	Affiliate	LexingtonLaw	Other	Other	Other	nan	nan
